,评论,得分,时间,点赞,回复
265,陪孩子去的、孩子第一次做摩天轮、看到摩天轮就兴奋的呦、坐上去一点不害怕、反而很开心高兴、看看这边、看看那边、白天风景很好很美、可以看到大海、一米一下孩子免费、里面带空调一点不热、做一圈时间也够、孩子玩的很尽兴、,5.0,2021/8/1,0,0
266,非常棒，很漂亮哈哈哈哈哈哈哈哈我真的好喜欢这个地方！你们都可以看出来了，我们的生活方式是什么时候回来的时候才能找到你了。我也不想说！我也是很喜欢这个节目的呢我们都已经看到了这个节目的时候我觉得我真的是,5.0,2021/8/10,0,0
267,心心念念的“琴岛之眼”摩天轮🎡终于坐上啦！周末带上老公和娃娃一起体验了一把😁感觉嘛！也就那样，毕竟我还体验过亚洲第二大的摩天轮🎡相比之下，这个还是太小了……一圈下来13分钟结束🔚据说在最高点的时候与恋人接吻💏就可以一生一世在一起，没试过不知道是否**😄热恋中的情侣们可以去浪漫一下！,3.0,2021/7/2,0,1
268,去的那天是阴天，起雾所以风景逊色不少，建议大家出行不要选在阴天，另外周围的奥特莱斯没什么人比较冷清，更像是炒作出来的网红打卡地，浪漫的感觉比较少，我平时不恐高却感觉比较惊吓，可能还是与周围的没什么景色有关吧。,2.0,2021/7/14,0,0
269,带孩子去奥莱玩，停车场出来就是琴岛之眼了，大众点评买的票，体验还蛮好的，全程十几分钟，过程还是比较久的，最高处风景比较不错，去的时候阴天，风比较大，最高处有点颤巍巍，也是比较不同的体验。孩子非常喜欢，下次准备去看看夜景,5.0,2021/6/27,0,0
270,还可以 景色也很美。进门态度都很好 上摩天轮那个人态度很不好。 很凶。带搭不惜理的  说实话很影响心情,4.0,2021/8/14,0,0
271,琴岛之眼摩天轮转13分14秒一圈，所以都说一生一世，意境还是不错的，很多人排队，而且不用跟别人拼一个空间，这点非常好，两个人也可以单独坐，白天能看的比较远，晚上夜景太黑了，只能看到车水马龙的，还可以吧,5.0,2021/7/8,1,0
272,昨天休息带孩子们去体验咱青岛最大的摩天轮，简直太棒了，孩子们刚开始还有些害怕，当缓缓上升时俯瞰到整个黄岛的美景，之前的恐惧顿时全无了，里面还有空调，体验感棒棒哒👍👍👍👍👍，赢孩子们要求暑假结束前还要再去一次🤗🤗🤗🤗,5.0,2021/7/8,0,0
273,美团购票直接验证进去，转的比较慢，我是直接从青岛市南坐公交来的，周边就是一些商场，旁边有环海路段，建议还是在黄岛有游玩项目可顺带来玩，在环海溜达，等着灯光秀，白天晚上不一样感觉,4.0,2021/6/18,0,0
274,来青岛西海岸新区，必须要去的地方，美团门票48，俯瞰西区，物有所值。,5.0,2021/7/28,0,0
275,还不错，就是天气不大好，有点可惜,3.0,2021/8/2,0,0
276,"男朋友一直跟我说没坐过摩天轮，非让我拉着去坐，然后就陪他去坐了一次，「琴岛之眼摩天轮」

【环境】晚上从高处往下看，很漂亮，时间也很有意义，13.14分钟，小情侣们的约会圣地，特别浪漫有意义，而且摩天轮传说一直是小姐姐们所憧憬的",5.0,2021/6/27,0,0
277,"挺好的，从没有做过，第一次，好好。风景不错。特别「琴岛之眼摩天轮」
【环境】特别好。空气很清新
【交通】离我们做的酒店很近。
【项目】做13.14分钟。
【餐饮】附近餐饮很多。可是我们没有吃。推荐。来青岛玩几天，特别的舒服",4.0,2021/6/20,0,1
278,和男朋友一起去的，其实坐摩天轮没什么，挺一般的，但是重在两个人一起去，是一段美好的回忆，晚上有灯光，超级好看。还是比较推荐去坐一次摩天轮，升到上面，可以看看下面的风景，可以看看五彩缤纷的摩天轮，附近吃的很多，拍照好看，推荐去一次,3.0,2021/7/1,0,0
279,坐了一圈，没什么感觉，车厢玻璃太脏了，感觉被坑了。坐了一圈，没什么感觉，车厢玻璃太脏了，感觉被坑了。坐了一圈，没什么感觉，车厢玻璃太脏了，感觉被坑了。坐了一圈，没什么感觉，车厢玻璃太脏了，感觉被坑了。坐了一圈，没什么感觉，车厢玻璃太脏了，感觉被坑了。坐了一圈，没什么感觉，车厢玻璃太脏了，感觉被坑了。不推荐去玩，可以去那里拍照，玩就算了,2.0,2021/7/7,0,0
280,挺好的～浪漫～我带着王俊凯去的哈哈哈哈,4.0,2021/7/25,1,0
281,排队的人很多，这么冷的天站在外面排队的，冻了很久，摩天轮都一样，也没有很惊喜，既然来了就坐一下，小孩子也要买半票，价格有些偏高，吃完饭赶上还没有关门就来坐了，基本上都是两三个人坐一台，最上面俯瞰景色不错,3.0,2021/6/13,0,0
282,摩天轮大抵都是相同的，这个五星好评是因为我爱的人,5.0,2021/8/12,0,0
283,去的那天天气很好，景色美极了，吊厢里还有空调很舒适。,4.0,2021/7/25,0,0
284,"环境很不错情侣可以一起去玩还是比较不错的约会圣地推荐大家去看一看可以看到唐岛湾的美丽风光 还是比较好的
【交通】交通也很便利附近还有嘉年华购物广场【餐饮】购物广场里面也有很多不错的餐厅 很值得大家去试一试的呢",3.0,2021/7/5,0,0
285,不错不错，从高处看风景好，摩天轮里面有空调也不热。,4.0,2021/7/6,0,0
286,就是看看风景，陪孩子做的还不错,3.0,2021/7/16,0,0
287,"除了时间有点短。其他很赞。带的孩子们。安全小哥会帮忙抱孩子进去，抱出来。每一个箱子里乘客下来还会消毒。
进口小姐姐也很热心。告诉我美团团购有优惠，还提醒我老人超过65团30的。。。
要是可以两圈就完美了。。。",4.0,2021/7/21,0,0
288,"服务周到，视野宽广，景色不错，轿厢内有空调很舒服。
【交通】便利
【餐饮】可选项很多",5.0,2021/6/22,0,0
289,设施很好，就是收票和消毒，开门人员服务态度不好，我弟没听懂说的啥，就问了两遍，结果受到了嘲笑，真服了,5.0,2021/8/10,0,0
290,"「琴岛之眼摩天轮」怎么说呢，五一放假去的，人不是很多，一人五十块钱，一圈很快，十几分钟，我们特意赶在傍晚去的，景色还不错，夕阳很美，就是感觉有点小贵，毕竟时间太短，
【餐饮】周边都是自助火锅烤肉，离得不远，就是节假日排队的人太多😂
还有还有，最高点的时候有提示哦，情侣可以来试一试
旁边就是网红打卡地琴岛之眼，晚上挺好看",2.0,2021/5/7,0,4
291,"夜景很好看。

美团订优惠票的话没有纪念票",3.0,2021/7/13,0,0
292,每个城市的摩天轮都一样，也没有什么特别的地方，但是既然来了，就坐一回，排队的人很多，青岛的晚上还是很冷的，有些人都穿着羽绒服，像我们南方过来玩的，没有想到，所以排队的时候还是挺冷的，在高处俯瞰景色还是不错的,3.0,2021/6/13,0,0
293,有一说一，在摩天轮旁边开门消毒的两个小哥，态度就像欠了他们钱似的，煞风景,2.0,2021/8/15,0,0
294,天气不给力有雾，远的看的不是特别清楚，别的都挺好,4.0,2021/8/16,0,0
295,不错不错，值得去玩噢,4.0,2021/7/15,0,0
296,一般  夜晚去可能会有点夜景，白天没什么意思,3.0,2021/8/13,0,0
297,还行 就是窗户比较模糊 看不太到外面景色,3.0,2021/7/26,0,0
298,还不错，没想象的那么好，看风景也一般,3.0,2021/8/15,0,0
299,"一般一般，白天景色很一般。
不知道夜景会不会好一些。价格有点贵！",2.0,2021/8/11,0,0
300,太贵了   只能坐一圈还那么贵   不值得,2.0,2021/8/14,0,0
301,体验是真的差  工作人员的服务态度极差 以及摩天轮里面  都不干净  玻璃有划痕  大夏天 空调都不开  在里面能热死  差差评,1.0,2021/7/7,1,0
302,很脏！摩天轮里都是油漆很脏很脏....服务人员进去上摩天轮爱理不理的！青岛之行居然被个小摩天轮毁了！主要是说了句谢谢人家都不带理的那种！,1.0,2021/7/23,2,0
303,还好 没有 我想象的那么好，不过在最高点的时候会有提示，很适合情侣一起来玩,3.0,2021/8/5,0,0
304,时间很短，还没咋滴，就到了已经,3.0,2021/8/12,0,0
305,性价比一般，再让我选择一次，一定不会再去了，青岛市区需要乘坐隧道公交车，距离市区大约1个多小时地车程，晚上看效果也一般吧，好多等都坏了,2.0,2021/7/14,1,0
306,来的时候人少，很快就坐上了，转的速度刚刚好,5.0,2021/8/10,0,0
307,还不错，晚上开玩应该能更好！孩子比较喜欢……,3.0,2021/8/9,0,0
308,里面有空调，估计晚上看会非常好！价格偏高,2.0,2021/8/7,0,0
309,很一般，没什么特别好看的风景。,2.0,2021/8/11,0,0
310,小时候不理解老人晒太阳，一坐就是半天，长大了才明白，目之所及，皆是回忆，心之所想，皆是过往，眼之所看，皆是遗憾。,4.0,2021/7/26,0,0
311,如果是情侣可以坐坐，毕竟1314寓意好，浪漫。至于其他人就没必要了，一圈下来没啥感觉，感觉这个票钱还不如吃顿好的比较有感觉。,2.0,2021/7/18,0,0
312,还行，不过我比较恐高，其实在上面没怎么看风景，哈哈哈哈，情侣去看看还是不错的，尤其是那个桥，特别适合拍照,4.0,2021/7/25,0,0
313,疫情防控期间，人不是很多，可以鸟瞰周围环境！,3.0,2021/8/6,0,0
314,一般吧，排队时间太长，转一圈，没啥意思,2.0,2021/8/8,0,0
315,忘不了这天 在摩天轮上吵架了 哭着下来的 然后那天天气也是阴的 或许晚上坐会好点吧,1.0,2021/7/13,2,0
316,很漂亮，值得打卡,5.0,2021/7/12,0,0
317,一般般，么啥意思，带着孩子玩玩,2.0,2021/8/8,0,0
318,好评！可以一个人包厢的！虽然喜欢晚上摩天轮有灯光像烟花一样，但天气好的日落时去也很美，一圈下来天黑了再看灯光也不错。一圈下来是13分14秒，不恐高的同学可以带对象来呀！,5.0,2021/5/24,0,0
319,玻璃太脏了，拍照拍不出来效果，希望改善,3.0,2021/8/3,0,0
320,位置不错 观海观山 交通便利 停车方便,3.0,2021/8/4,0,0
321,真一般不推荐哈 时间太短 里面环境也不好 很直板,1.0,2021/8/1,0,0
322,这就是你哈。我😯。我是个小胖子你也不要我太想了,1.0,2021/8/3,0,0
323,「琴岛之眼摩天轮」「琴岛之眼餐厅」,5.0,2021/8/1,0,0
324,小朋友很高兴，一圈13分14秒，一生一世,3.0,2021/8/3,0,0
325,"【交通】比较便利容易停车
「琴岛之眼摩天轮」推荐坐",3.0,2021/7/12,0,0
326,玻璃模糊，啥也看不清。。。。。。。。。。。,1.0,2021/7/18,1,0
327,运气不好，起雾了，没看见什么东西,4.0,2021/8/2,0,0
328,没有和最爱的人，因为还没有出现。和好朋友一起也不错。,4.0,2021/7/30,0,0
329,"不错
【环境】
【交通】
【环境】
【交通】
【项目】",3.0,2021/7/3,0,0
330,晚上玩的，玻璃太脏了，到了上面啥也看不清，也不知道到底是来看啥的，夜景啥的因为玻璃太脏了也看不清,1.0,2021/7/25,1,0
331,李钟硕真的不你自己看电视的我不懂为什么你总是觉得不够的,4.0,2021/7/27,0,0
332,傍晚去的，舱内太模糊了啥也看不清，即使我们上去之前小哥用抹布把玻璃全部擦了一遍，之前也坐过天津之眼，差距实在是太大了。,2.0,2021/7/9,1,0
333,风景很好 ，价格稍有小贵，但是整体不错,4.0,2021/7/27,0,0
334,还不错啊你怎么知道我在外面吃饭呢,3.0,2021/8/1,0,0
335,挺好的蛮不错的哈哈哈好了好了没我,2.0,2021/7/30,0,0
336,1314象征着一生一世不错很棒,5.0,2021/8/1,0,0
337,服务一般。观赏度还是可以的，旁边就是奥特莱斯。可以观赏海景。视野开阔,2.0,2021/7/23,0,0
338,"玻璃有点脏，拍照体验一般。
约会什么的应该还可以",2.0,2021/7/26,1,0
339,窗户都是水雾还是灰，啥也没看见，不知道擦一下,1.0,2021/7/28,0,0
340,真的感觉一般很一般非常一般，。。。。。。,2.0,2021/7/30,0,0
341,设施有点旧，主要门口收费的女的特能吆喝，给人感觉不舒服，不好的一次体验,3.0,2021/7/20,0,0
342,一圈十来分钟，没什么意思，但是挺高的，可以看景，就是太短了,2.0,2021/7/22,0,0
343,适合情侣去，风景挺好的，周边也有不少的名品店,3.0,2021/7/24,0,0
344,下午二点左右过去人很多，咨询了工作人员哪个时段人相对少一点。晚上六点左右又过去玩的，大概排队20分钟。本来想看夜景的，但天还比较亮没有看到夜景，远处景色还是挺好的，就是时间太短了。孩子说还想做一圈……,4.0,2021/5/3,1,0
345,感觉还行，就是没口罩不能坐的，别忘了戴口罩哦,3.0,2021/7/25,0,0
346,适合晚上看风景，白天没啥看头，不过情侣适合去，毕竟13.14么,2.0,2021/7/23,0,0
347,挺好的，专门打车来的黄岛，没有失望,5.0,2021/7/27,0,0
348,和男朋友去的都说去了会分手，目前过去一年了，还好好的，不用害怕大胆去吧！,4.0,2021/7/21,0,0
349,非常不错的一次旅行体验、,5.0,2021/7/29,0,0
350,摩天轮周边环境很好，靠着海边，在摩天轮上还能看一下海景，不错。,5.0,2021/7/20,0,0
351,还不错，就是有点闷。哈哈哈哈哈哈,3.0,2021/7/29,0,0
352,和家人一起去的，提前一晚在美团购得票，去的时候人不多，很不错！,5.0,2021/6/1,0,0
353,换可以换可以啊你不穿衣服睡觉吧，晚安安排时间就,3.0,2021/7/24,0,0
354,青岛也有这种摩天轮啦 终于有机会做了一下 买了票进去也不用排队 没有那么多人 在远处看着不太大 但是走近以后发现 原来这个摩天轮真的好大啊 一个车厢里面可以进去五六个人 里面空间也是挺大的 转了差不多十几分钟 等到最高点的时候 看着窗外风景果然是很漂亮,3.0,2021/4/24,1,1
355,不错不错，去的时间有点晚，还可以,5.0,2021/7/21,0,0
356,一般的地方  周围景色还行。速度比较慢,3.0,2021/7/17,0,0
357,时隔分手一年偶然看到这个记录。莫名..,3.0,2021/7/25,0,0
358,真的不值这个价钱.啥也看不见都是雾气,2.0,2021/7/22,0,0
359,好评！很不错，推荐！下次还来！,5.0,2021/7/24,0,0
360,风景优美，摩天轮很稳，推荐给大家一起游玩,5.0,2021/7/21,0,0
361,登高临下风景很美，全程大约十分钟，人少一家三口一个轿厢，玩的非常好！,5.0,2021/6/1,0,0
362,还可以，小孩子比较喜欢，成人的我有点惊慌~,3.0,2021/7/20,1,0
363,非常满意，可以看见整个西海岸,5.0,2021/7/22,0,0
364,还行1234567891011,3.0,2021/7/23,0,0
365,坐上去对于我这种恐高的人来说就是极大的挑战,3.0,2021/7/18,0,0
366,不太值得，有点贵，为了打卡的话可以去,2.0,2021/7/21,0,0
367,没有想象中的激动,4.0,2021/7/23,0,0
368,有中高考学生票吗,5.0,2021/7/22,0,0
369,摩天轮稍微有点旧了，坐的人也不是很多，要是价格再实惠一点就好,4.0,2021/7/10,0,0
370,周六晚上来的，人比较多，排队20分钟，但是还挺值得的，夜景很美，拍照的话推荐晚上来,5.0,2021/6/3,0,0
371,不好，没意思啊啊啊，啊啊啊，白瞎我的毛爷爷,1.0,2021/7/18,1,0
372,太赞了，超级漂亮，大人孩子都很满意,4.0,2021/7/17,0,0
373,还好，孩子很喜欢，以后还会光顾的！,3.0,2021/7/17,0,0
374,真心不错，在家门口的旅行啊。环境一流棒！,5.0,2021/7/13,0,0
375,还可以，和对象一起去的体验一下能欣赏到周围的美景,3.0,2021/7/15,0,0
